review_id,sample_id,scenario_id,timestamp,raw_event_reference,attacker,victim,raw_rule_id,raw_rule_description,raw_rule_native_mitre,ai_proposed_expected_mitre_techniques,"cyukti_prediction (live resolve_mitre() output, NOT ground truth)",labeling_method,evidence_reference,decision (fill in: ACCEPT|MODIFY|REJECT|UNCERTAIN),"corrected_techniques (fill in only if MODIFY, comma-separated ATT&CK IDs)",reviewer,rationale
REV-MITRE-0057,SCN-NMAP-001-006,SCN-NMAP-001,2026-06-08T05:12:26.126+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0058,SCN-NMAP-001-007,SCN-NMAP-001,2026-06-08T05:12:26.137+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0059,SCN-NMAP-001-008,SCN-NMAP-001,2026-06-08T05:12:26.140+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0060,SCN-NMAP-001-009,SCN-NMAP-001,2026-06-08T05:12:26.143+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0061,SCN-NMAP-001-010,SCN-NMAP-001,2026-06-08T05:12:26.146+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0062,SCN-NMAP-001-011,SCN-NMAP-001,2026-06-08T05:12:26.152+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0063,SCN-NMAP-001-012,SCN-NMAP-001,2026-06-08T05:12:26.155+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0064,SCN-NMAP-001-013,SCN-NMAP-001,2026-06-08T05:12:26.159+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0065,SCN-NMAP-001-014,SCN-NMAP-001,2026-06-08T05:12:26.163+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0066,SCN-NMAP-001-015,SCN-NMAP-001,2026-06-08T05:12:26.169+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0067,SCN-NMAP-001-016,SCN-NMAP-001,2026-06-08T05:12:26.173+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0068,SCN-NMAP-001-017,SCN-NMAP-001,2026-06-08T05:12:26.187+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0069,SCN-NMAP-001-018,SCN-NMAP-001,2026-06-08T05:12:26.190+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0070,SCN-NMAP-001-019,SCN-NMAP-001,2026-06-08T05:12:26.193+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0071,SCN-NMAP-001-020,SCN-NMAP-001,2026-06-08T05:12:26.200+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0072,SCN-NMAP-001-021,SCN-NMAP-001,2026-06-08T05:12:26.204+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0073,SCN-NMAP-001-022,SCN-NMAP-001,2026-06-08T05:12:26.208+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0074,SCN-NMAP-001-023,SCN-NMAP-001,2026-06-08T05:12:26.212+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0075,SCN-NMAP-001-024,SCN-NMAP-001,2026-06-08T05:12:26.216+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0076,SCN-NMAP-001-025,SCN-NMAP-001,2026-06-08T05:23:53.093+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0077,SCN-NMAP-001-026,SCN-NMAP-001,2026-06-08T05:23:53.097+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0078,SCN-NMAP-001-027,SCN-NMAP-001,2026-06-08T05:23:53.100+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0079,SCN-NMAP-001-028,SCN-NMAP-001,2026-06-08T05:23:53.104+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0080,SCN-NMAP-001-029,SCN-NMAP-001,2026-06-08T05:23:53.106+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0081,SCN-NMAP-001-030,SCN-NMAP-001,2026-06-08T05:23:53.112+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0082,SCN-NMAP-001-031,SCN-NMAP-001,2026-06-08T05:23:55.090+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0083,SCN-NMAP-001-032,SCN-NMAP-001,2026-06-08T05:23:55.102+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0084,SCN-NMAP-001-033,SCN-NMAP-001,2026-06-08T05:23:55.106+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0085,SCN-NMAP-001-034,SCN-NMAP-001,2026-06-08T05:23:55.108+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0086,SCN-NMAP-001-035,SCN-NMAP-001,2026-06-08T05:23:55.112+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0087,SCN-NMAP-001-036,SCN-NMAP-001,2026-06-08T05:23:55.120+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0088,SCN-NMAP-001-037,SCN-NMAP-001,2026-06-08T05:23:55.125+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0089,SCN-NMAP-001-038,SCN-NMAP-001,2026-06-08T05:23:55.128+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0090,SCN-NMAP-001-039,SCN-NMAP-001,2026-06-08T05:23:55.132+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0091,SCN-NMAP-001-040,SCN-NMAP-001,2026-06-08T05:23:55.137+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
REV-MITRE-0092,SCN-NMAP-001-041,SCN-NMAP-001,2026-06-08T05:23:55.143+0000,rule=100500|agent=001,192.168.56.106,192.168.56.105,100500,HIGH SEVERITY: Nmap Reconnaissance Detected,"{""id"": [""T1595""], ""tactic"": [""Reconnaissance""], ""technique"": [""Active Scanning""]}",T1595,T1595,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='HIGH SEVERITY: Nmap Reconnaissance Detected' rule.id=100500; scenario evidence: ['INCIDENT_VIEW.md#Real-world validation', 'MITRE_MAPPING.md', 'experiments/examples/EXP-2026-09-25-nmap-scan-01.json']",,,,
